	scenario_id	timespan	ego_v_init	ego_acc_init	l_rel_pos_init	p_rel_pos_init	ll_rel_pos_init	pl_rel_pos_init	lr_rel_pos_init	pr_rel_pos_init	surr_veh_count_init	ego_acc_min	ego_breaktime_max	ego_v_end	l_rel_pos_end	p_rel_pos_end	ll_rel_pos_end	pl_rel_pos_end	lr_rel_pos_end	pr_rel_pos_end	surr_veh_count_end	ego_lane_change_ts	ego_lane_change	cut_in_ts	cut_in_dir	cut_in_dist_reduced	min_dhw	ego_v_min_dhw	ego_acc_min_dhw	l_rel_pos_min_dhw	p_rel_pos_min_dhw	ll_rel_pos_min_dhw	pl_rel_pos_min_dhw	lr_rel_pos_min_dhw	pr_rel_pos_min_dhw	surr_veh_count_min_dhw	ego_breaktime_until_min_dhw	min_thw	ego_v_min_thw	ego_acc_min_thw	l_rel_pos_min_thw	p_rel_pos_min_thw	ll_rel_pos_min_thw	pl_rel_pos_min_thw	lr_rel_pos_min_thw	pr_rel_pos_min_thw	surr_veh_count_min_thw	ego_breaktime_until_min_thw	min_ttc	ego_v_min_ttc	ego_acc_min_ttc	l_rel_pos_min_ttc	p_rel_pos_min_ttc	ll_rel_pos_min_ttc	pl_rel_pos_min_ttc	lr_rel_pos_min_ttc	pr_rel_pos_min_ttc	surr_veh_count_min_ttc	ego_breaktime_until_min_ttc
1011	MPP_DEU_LocationA-29_T2129F27707_T-1	3.2	31.3063	0.26	60.3204	23.3112	11.9738	28.5444	-1.0	10.8249	5	0.2375	0.0	33.5175	22.13	28.2208	-1.0	-1.0	-1.0	10.5562	3	1.4000000000000001	-1	-1.0	0	-1.0	17.4907	32.2635	1.0075	17.6407	26.8277	-1.0	-1.0	-1.0	18.7202	3	0.0	0.5421	32.2635	1.0075	17.6407	26.8277	-1.0	-1.0	-1.0	18.7202	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1012	MPP_DEU_LocationA-29_T223F2375_T-1	3.2	23.2699	0.0075	30.1428	40.197	33.3597	42.324	-1.0	-1.0	4	-0.0075	0.04	23.5287	65.5066	-1.0	-1.0	10.9785	26.5814	39.4866	4	1.6	-1	-1.0	0	-1.0	24.2733	23.3021	-0.0075	28.4133	39.7109	49.1948	-1.0	-1.0	-1.0	3	0.0	1.0417	23.3021	-0.0075	28.4133	39.7109	49.1948	-1.0	-1.0	-1.0	3	0.0	13.6678	23.3021	-0.0075	28.4133	39.7109	49.1948	-1.0	-1.0	-1.0	3	0.0
1013	MPP_DEU_LocationA-29_T230F2573_T-1	3.2	33.6502	0.25	41.6054	50.6303	-1.0	-1.0	9.3624	82.4665	4	0.2475	0.0	34.83	-1.0	38.992	-1.0	-1.0	-1.0	22.1844	2	-1.0	0	-1.0	0	-1.0	41.0868	34.06	0.25	40.7318	45.5811	-1.0	-1.0	-1.0	4.9445	3	0.0	1.2063	34.06	0.25	40.7318	45.5811	-1.0	-1.0	-1.0	4.9445	3	0.0	40.7705	34.06	0.25	40.7318	45.5811	-1.0	-1.0	-1.0	4.9445	3	0.0
1014	MPP_DEU_LocationA-29_T232F2535_T-1	3.2	31.3556	0.0075	-1.0	-1.0	22.5137	-1.0	61.4782	75.9637	3	0.005	0.0	32.2863	41.6606	-1.0	-1.0	-1.0	78.761	-1.0	2	1.92	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1015	MPP_DEU_LocationA-29_T263F3065_T-1	3.2	29.4059	0.255	-1.0	94.2462	25.5351	69.1228	-1.0	-1.0	3	-0.0075	0.04	29.9925	37.7917	64.1015	-1.0	88.4646	-1.0	-1.0	3	1.12	-1	-1.0	0	-1.0	30.0217	29.6183	0.0	30.2217	67.1361	-1.0	-1.0	-1.0	88.0272	3	0.0	1.0136	29.6183	0.0	30.2217	67.1361	-1.0	-1.0	-1.0	88.0272	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1016	MPP_DEU_LocationA-29_T270F3168_T-1	3.2	29.7134	0.25	30.6738	34.0794	10.86	-1.0	27.8032	48.0516	5	-0.005	0.08	29.9827	-1.0	-1.0	-1.0	-1.0	-1.0	34.1461	1	2.04	-1	-1.0	0	-1.0	18.4015	29.8958	0.0	18.0965	-1.0	-1.0	-1.0	29.1685	34.5157	3	0.0	0.6155	29.8958	0.0	18.0965	-1.0	-1.0	-1.0	29.1685	34.5157	3	0.0	32.0153	29.876	0.0	29.4994	34.481	16.3866	-1.0	15.432	59.5128	5	0.0
1017	MPP_DEU_LocationA-29_T273F3079_T-1	3.2	34.3732	0.005	-1.0	32.2354	-1.0	60.5953	-1.0	71.8824	3	-0.255	0.56	34.104	-1.0	58.2251	-1.0	-1.0	-1.0	22.7717	2	1.36	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1018	MPP_DEU_LocationA-29_T274F2969_T-1	3.2	26.0444	1.01	24.5321	-1.0	25.5334	-1.0	-1.0	-1.0	2	0.2425	0.0	28.0075	30.6457	43.9807	23.0756	-1.0	13.2827	-1.0	4	1.96	-1	-1.0	0	-1.0	23.3344	27.4145	0.4975	18.7894	-1.0	29.295	47.2237	-1.0	-1.0	3	0.0	0.8512	27.4145	0.4975	18.7894	-1.0	29.295	47.2237	-1.0	-1.0	3	0.0	2.4765	27.4145	0.4975	18.7894	-1.0	29.295	47.2237	-1.0	-1.0	3	0.0
1019	MPP_DEU_LocationA-29_T281F3221_T-1	3.2	32.5013	0.25	99.4708	72.7105	-1.0	-1.0	48.5077	-1.0	3	-0.0025	0.08	32.7306	58.9088	78.7508	-1.0	-1.0	82.7981	-1.0	3	-1.0	0	1.68	-1	38.5764	54.3489	32.6601	0.0	53.8939	75.7801	-1.0	-1.0	97.9689	-1.0	3	0.0	1.6641	32.6601	0.0	53.8939	75.7801	-1.0	-1.0	97.9689	-1.0	3	0.0	20.1072	32.6601	0.0	92.4703	75.7001	-1.0	-1.0	53.7568	-1.0	3	0.0
1020	MPP_DEU_LocationA-29_T282F3284_T-1	3.2	28.0585	0.255	-1.0	59.4749	61.2234	-1.0	-1.0	-1.0	2	-0.2625	0.84	28.0543	70.801	80.8815	-1.0	-1.0	-1.0	40.3263	3	1.76	-1	-1.0	0	-1.0	62.4343	28.1017	0.0	66.5743	-1.0	-1.0	-1.0	-1.0	48.9047	2	0.0	2.2217	28.1017	0.0	66.5743	-1.0	-1.0	-1.0	-1.0	48.9047	2	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1021	MPP_DEU_LocationA-29_T295F3577_T-1	3.2	28.1752	0.505	29.7509	55.6305	10.3991	66.5847	34.2026	-1.0	5	0.4875	0.0	30.2763	24.6707	35.2048	-1.0	-1.0	16.9054	54.9877	4	1.92	-1	-1.0	0	-1.0	19.2947	29.4341	0.75	19.2947	46.4422	-1.0	-1.0	22.6938	54.615	4	0.0	0.6555	29.4341	0.75	19.2947	46.4422	-1.0	-1.0	22.6938	54.615	4	0.0	2.8603	29.4141	0.5	22.8711	54.6243	19.1293	46.8132	25.3403	-1.0	5	0.0
1022	MPP_DEU_LocationA-29_T303F3587_T-1	3.2	31.926	-0.245	33.3371	-1.0	65.6178	7.3639	-1.0	35.8079	4	-0.5075	2.08	30.8762	-1.0	64.9333	28.8196	-1.0	-1.0	-1.0	2	1.4000000000000001	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1023	MPP_DEU_LocationA-29_T316F3754_T-1	3.2	31.9568	0.005	37.1311	-1.0	92.5664	-1.0	78.4962	-1.0	3	-0.0125	0.08	32.3458	-1.0	-1.0	-1.0	-1.0	29.1775	82.9366	2	1.96	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1024	MPP_DEU_LocationA-29_T318F3864_T-1	3.2	31.4846	0.005	-1.0	37.76	-1.0	-1.0	29.9966	14.3081	3	-0.2575	0.68	31.3659	32.323	20.1915	-1.0	35.5576	88.4771	-1.0	4	1.8800000000000001	1	-1.0	0	-1.0	31.3703	31.3747	-0.0075	31.3703	17.4662	-1.0	36.7303	98.4492	-1.0	4	0.04	0.9999	31.3747	-0.0075	31.3703	17.4662	-1.0	36.7303	98.4492	-1.0	4	0.04	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1025	MPP_DEU_LocationA-29_T332F3977_T-1	3.2	33.9101	0.0	-1.0	56.99	-1.0	-1.0	61.0187	98.6113	3	-0.2475	0.04	34.0508	-1.0	56.26	-1.0	-1.0	64.4295	-1.0	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1026	MPP_DEU_LocationA-29_T333F4142_T-1	3.2	28.6937	0.0075	-1.0	22.7711	27.2264	36.1354	-1.0	75.1439	4	0.0075	0.0	30.5836	28.1485	27.3214	-1.0	-1.0	-1.0	12.8311	3	1.44	-1	-1.0	0	-1.0	27.8435	30.5836	0.0	28.1485	27.3214	-1.0	-1.0	-1.0	12.8311	3	0.0	0.9104	30.5836	0.0	28.1485	27.3214	-1.0	-1.0	-1.0	12.8311	3	0.0	58.5403	30.5836	0.0	28.1485	27.3214	-1.0	-1.0	-1.0	12.8311	3	0.0
1027	MPP_DEU_LocationA-29_T338F4076_T-1	3.2	36.0238	0.005	29.6765	32.2083	-1.0	-1.0	-1.0	21.6786	3	-0.255	0.44	36.0757	78.3227	34.5771	22.8282	36.6563	-1.0	35.1864	5	1.48	1	2.12	1	0.0799	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1028	MPP_DEU_LocationA-29_T347F4326_T-1	3.2	31.0206	-0.2525	-1.0	82.2913	-1.0	33.7755	-1.0	-1.0	2	-0.5	1.84	30.3302	-1.0	-1.0	-1.0	29.0515	-1.0	-1.0	1	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1029	MPP_DEU_LocationA-29_T369F4441_T-1	3.2	32.5671	0.255	-1.0	25.5029	10.7721	66.5765	-1.0	40.578	4	-0.0075	0.04	33.0951	18.5913	59.5594	-1.0	-1.0	-1.0	19.4731	3	1.32	-1	-1.0	0	-1.0	14.231	32.8507	0.2575	14.331	63.0024	-1.0	-1.0	-1.0	23.1319	3	0.0	0.4332	32.8507	0.2575	14.331	63.0024	-1.0	-1.0	-1.0	23.1319	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1030	MPP_DEU_LocationA-29_T379F4482_T-1	3.2	32.6075	-0.245	-1.0	23.8988	10.0983	45.3264	-1.0	17.0467	4	-0.2625	0.96	32.2849	15.754	35.1938	-1.0	-1.0	-1.0	17.5769	3	1.28	-1	-1.0	0	-1.0	12.9731	32.4822	-0.25	12.5181	40.5196	-1.0	-1.0	-1.0	21.5249	3	0.0	0.3994	32.4822	-0.25	12.5181	40.5196	-1.0	-1.0	-1.0	21.5249	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1031	MPP_DEU_LocationA-29_T401F4834_T-1	3.2	33.3442	-0.2525	-1.0	40.4855	-1.0	30.0133	-1.0	26.1933	3	-0.5025	1.28	33.0001	-1.0	27.0138	-1.0	62.9849	-1.0	57.3123	3	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1032	MPP_DEU_LocationA-29_T405F4875_T-1	3.2	31.345	0.26	-1.0	29.1099	12.6779	-1.0	-1.0	35.2851	3	0.2375	0.0	32.4473	19.7202	-1.0	-1.0	-1.0	-1.0	19.2183	2	1.4000000000000001	-1	-1.0	0	-1.0	15.6541	31.8187	0.5075	15.8591	51.7	-1.0	-1.0	-1.0	24.8789	3	0.0	0.492	31.8187	0.5075	15.8591	51.7	-1.0	-1.0	-1.0	24.8789	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1033	MPP_DEU_LocationA-29_T410F4976_T-1	3.2	26.0036	0.7525	26.962	26.1311	9.7484	28.6419	78.0519	25.1415	6	-0.0075	0.04	27.1018	17.6963	22.016	-1.0	-1.0	19.1599	35.0021	4	1.8	-1	-1.0	0	-1.0	14.3294	26.8751	0.2575	14.2794	23.8444	-1.0	-1.0	22.4156	31.3233	4	0.0	0.5332	26.8751	0.2575	14.2794	23.8444	-1.0	-1.0	22.4156	31.3233	4	0.0	6.7068	26.8651	0.25	22.5219	31.2016	14.1848	23.9069	72.4284	29.3058	6	0.0
1034	MPP_DEU_LocationA-29_T436F5077_T-1	3.2	32.4225	-0.2475	21.487	34.7823	68.6187	-1.0	9.4183	-1.0	4	-0.2575	0.76	32.2537	68.4497	-1.0	-1.0	-1.0	12.2857	40.8867	3	1.92	-1	-1.0	0	-1.0	15.9714	32.3004	0.0	16.0214	38.1711	68.6069	-1.0	58.5035	6.6262	5	0.0	0.4945	32.3004	0.0	16.0214	38.1711	68.6069	-1.0	58.5035	6.6262	5	0.0	3.719	32.3004	0.0	16.0214	38.1711	68.6069	-1.0	58.5035	6.6262	5	0.0
1035	MPP_DEU_LocationA-29_T443F5378_T-1	3.2	37.23	0.25	44.3725	52.78	-1.0	-1.0	39.9719	16.7644	4	0.0	0.0	37.8191	-1.0	54.1449	-1.0	-1.0	6.3476	48.1196	3	-1.0	0	-1.0	0	-1.0	44.0975	37.26	0.0	44.3525	52.87	-1.0	-1.0	37.7678	18.7138	4	0.0	1.1756	37.5229	0.2575	44.3662	53.5109	-1.0	-1.0	17.9023	36.0859	4	0.0	666.1248	37.24	0.0	44.3625	52.79	-1.0	-1.0	39.5347	17.1534	4	0.0
1036	MPP_DEU_LocationA-29_T445F5365_T-1	3.2	34.5457	0.255	61.0329	-1.0	19.7055	-1.0	-1.0	-1.0	2	-0.255	0.52	34.4047	27.1927	-1.0	-1.0	-1.0	38.3246	-1.0	2	1.84	-1	-1.0	0	-1.0	23.5094	34.5983	-0.2475	23.8644	-1.0	-1.0	-1.0	47.4772	-1.0	2	0.04	0.6795	34.5983	-0.2475	23.8644	-1.0	-1.0	-1.0	47.4772	-1.0	2	0.04	6.0056	34.5986	-0.0075	47.7562	-1.0	23.7575	-1.0	-1.0	-1.0	2	0.0
1037	MPP_DEU_LocationA-29_T471F5918_T-1	3.2	32.712	0.255	19.2562	42.8617	57.1818	-1.0	-1.0	7.9383	4	0.255	0.0	34.3191	74.6816	-1.0	-1.0	-1.0	8.7252	47.3981	3	1.8800000000000001	-1	-1.0	0	-1.0	13.4568	33.5814	0.5	13.4568	44.6504	67.9086	-1.0	-1.0	23.2786	4	0.0	0.4007	33.5814	0.5	13.4568	44.6504	67.9086	-1.0	-1.0	23.2786	4	0.0	2.5719	33.5814	0.5	13.4568	44.6504	67.9086	-1.0	-1.0	23.2786	4	0.0
1038	MPP_DEU_LocationA-29_T477F6027_T-1	3.2	31.2601	-0.5	-1.0	25.0618	-1.0	-1.0	-1.0	4.8726	2	-0.5	2.44	30.3401	25.166	73.6936	-1.0	-1.0	-1.0	23.7032	3	-1.0	0	-1.0	0	-1.0	24.6517	30.52	-0.25	24.9567	74.1855	-1.0	-1.0	-1.0	17.7319	3	2.36	0.8077	30.52	-0.25	24.9567	74.1855	-1.0	-1.0	-1.0	17.7319	3	2.36	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1039	MPP_DEU_LocationA-29_T479F6155_T-1	3.2	30.4407	-0.25	72.53	89.4102	-1.0	77.5981	-1.0	35.371	4	-0.5025	1.48	29.8102	-1.0	-1.0	-1.0	66.5248	14.3126	53.4498	3	-1.0	0	-1.0	0	-1.0	72.041	29.9	-0.25	72.091	-1.0	-1.0	70.1695	20.859	47.9582	4	0.0	2.3808	30.4307	-0.5025	72.5	89.6602	-1.0	77.4877	-1.0	35.6191	4	0.04	150.1222	30.4407	-0.25	72.53	89.4102	-1.0	77.5981	-1.0	35.371	4	0.0
1040	MPP_DEU_LocationA-29_T532F6595_T-1	3.2	32.236	-1.495	24.8098	84.2662	9.3154	-1.0	23.3988	-1.0	4	-1.75	3.2	28.4302	9.7474	-1.0	-1.0	-1.0	16.8268	70.9606	3	1.92	-1	-1.0	0	-1.0	9.4988	29.2632	-0.99	9.2988	-1.0	-1.0	-1.0	18.8298	77.2111	3	1.92	0.3246	29.2632	-0.99	9.2988	-1.0	-1.0	-1.0	18.8298	77.2111	3	1.92	4.4953	32.1762	-1.495	24.6207	84.1556	9.3001	-1.0	23.0515	-1.0	4	0.04
1041	MPP_DEU_LocationA-29_T535F6699_T-1	3.2	29.16	-0.25	-1.0	19.3309	-1.0	-1.0	44.7301	-1.0	2	-0.5	0.8	28.75	-1.0	19.8017	-1.0	-1.0	31.3733	-1.0	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1042	MPP_DEU_LocationA-29_T541F6830_T-1	3.2	32.8229	0.005	24.3674	56.083	-1.0	-1.0	-1.0	61.9953	3	-0.005	0.04	33.0253	-1.0	-1.0	-1.0	-1.0	-1.0	56.8909	1	1.8800000000000001	-1	-1.0	0	-1.0	18.4679	32.977	0.25	18.4179	56.331	-1.0	-1.0	-1.0	77.087	3	0.0	0.56	32.977	0.25	18.4179	56.331	-1.0	-1.0	-1.0	77.087	3	0.0	3.8863	32.977	0.25	18.4179	56.331	-1.0	-1.0	-1.0	77.087	3	0.0
1043	MPP_DEU_LocationA-29_T559F6884_T-1	3.2	31.1795	0.0075	-1.0	38.7407	13.0145	31.2381	-1.0	24.2831	4	-0.5125	3.16	30.1837	21.1832	21.5428	-1.0	-1.0	-1.0	36.164	3	1.4000000000000001	-1	-1.0	0	-1.0	16.1174	30.7544	-0.25	16.3174	25.7919	-1.0	-1.0	-1.0	37.9455	3	1.36	0.5241	30.7544	-0.25	16.3174	25.7919	-1.0	-1.0	-1.0	37.9455	3	1.36	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1044	MPP_DEU_LocationA-29_T571F7144_T-1	3.2	27.8112	-0.2425	-1.0	70.4602	-1.0	-1.0	8.8662	84.5908	3	-0.2675	1.6	27.314	15.0719	78.2007	-1.0	46.9342	15.4823	-1.0	4	1.84	1	-1.0	0	-1.0	12.9656	27.4916	-0.01	12.2556	80.9862	-1.0	57.1587	19.4547	-1.0	4	0.24	0.4716	27.4916	-0.01	12.2556	80.9862	-1.0	57.1587	19.4547	-1.0	4	0.24	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1045	MPP_DEU_LocationA-29_T57F527_T-1	3.2	24.24	-1.5	22.0428	33.9913	6.5166	24.3591	37.7147	88.727	6	-2.25	2.88	19.6908	19.0604	21.8918	3.9853	29.7173	41.7344	79.307	6	-1.0	0	-1.0	0	-1.0	18.5152	20.99	-1.75	18.4652	30.6324	16.6072	14.2303	37.5808	86.2735	6	1.64	0.856	22.05	-2.0	18.8243	32.6421	12.5197	18.3004	36.7947	87.8916	6	1.12	6.2745	23.93	-1.75	21.353	33.9715	7.4158	23.4647	37.3941	88.7577	6	0.2
1046	MPP_DEU_LocationA-29_T596F7457_T-1	3.2	36.4948	-0.0075	-1.0	23.9285	-1.0	24.9207	-1.0	36.341	3	-0.0125	0.52	36.6902	-1.0	45.6126	-1.0	13.2505	-1.0	76.4681	3	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1047	MPP_DEU_LocationA-29_T598F7509_T-1	3.2	24.2001	0.0075	-1.0	35.3965	39.1998	-1.0	-1.0	-1.0	2	-0.2575	0.96	24.1054	71.8023	-1.0	-1.0	-1.0	-1.0	28.6874	2	1.76	-1	-1.0	0	-1.0	50.89	24.1443	-0.01	57.18	-1.0	-1.0	-1.0	-1.0	31.6294	2	0.0	2.1077	24.1443	-0.01	57.18	-1.0	-1.0	-1.0	-1.0	31.6294	2	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1048	MPP_DEU_LocationA-29_T60F628_T-1	3.2	22.5902	-1.25	19.5677	51.6219	28.6374	4.7455	63.3718	56.0464	6	-1.25	1.0	22.12	33.8316	45.7704	21.8665	16.5071	17.2396	48.7411	6	-1.0	0	-1.0	0	-1.0	17.9372	21.9103	0.0	17.8872	48.4405	8.7569	28.9472	63.9759	52.798	6	0.0	0.8187	21.9103	0.0	17.8872	48.4405	8.7569	28.9472	63.9759	52.798	6	0.0	5.9196	22.5902	-1.25	19.5677	51.6219	28.6374	4.7455	63.3718	56.0464	6	0.0
1049	MPP_DEU_LocationA-29_T612F7586_T-1	3.2	33.6825	0.005	67.311	-1.0	-1.0	52.1816	30.0989	50.8216	4	-0.5	1.32	33.2962	-1.0	43.7541	-1.0	-1.0	38.8684	-1.0	2	1.92	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1050	MPP_DEU_LocationA-29_T614F7710_T-1	3.2	28.9835	0.005	54.2675	98.9657	98.4327	63.6243	-1.0	-1.0	4	-0.005	0.04	29.5237	84.3421	53.2618	11.6983	58.4813	35.2745	-1.0	5	2.04	-1	-1.0	0	-1.0	48.3385	29.4161	0.25	42.5285	-1.0	89.7339	56.7867	-1.0	-1.0	3	0.0	1.6433	29.4161	0.25	42.5285	-1.0	89.7339	56.7867	-1.0	-1.0	3	0.0	5.2458	29.4161	0.25	42.5285	-1.0	89.7339	56.7867	-1.0	-1.0	3	0.0
1051	MPP_DEU_LocationA-29_T616F7674_T-1	3.2	34.1638	-0.5075	-1.0	42.78	-1.0	-1.0	-1.0	37.783	2	-0.5075	3.12	33.06	43.2365	87.5263	-1.0	-1.0	10.9523	53.0741	4	-1.0	0	-1.0	0	-1.0	43.196	33.12	-0.25	42.996	87.6991	-1.0	-1.0	13.047	51.7593	4	2.92	1.3042	33.12	-0.25	42.996	87.6991	-1.0	-1.0	13.047	51.7593	4	2.92	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1052	MPP_DEU_LocationA-29_T622F7679_T-1	3.2	35.2733	0.26	17.8431	-1.0	66.6831	65.9551	86.353	12.612	5	-0.2575	1.24	35.5029	68.65	59.7668	-1.0	-1.0	9.373	-1.0	3	1.92	-1	-1.0	0	-1.0	12.7427	35.5338	-0.0075	12.9927	-1.0	68.0944	62.309	74.2009	26.0876	5	0.12	0.3586	35.5338	-0.0075	12.9927	-1.0	68.0944	62.309	74.2009	26.0876	5	0.12	2.9204	35.5338	-0.0075	12.9927	-1.0	68.0944	62.309	74.2009	26.0876	5	0.12
1053	MPP_DEU_LocationA-29_T648F8438_T-1	3.2	32.3725	0.005	-1.0	34.5228	-1.0	9.3924	-1.0	41.8724	3	-0.25	0.04	32.4256	-1.0	32.3269	-1.0	83.2225	-1.0	-1.0	2	2.04	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
1054	MPP_DEU_LocationA-29_T66F750_T-1	3.2	24.2742	-0.24	17.1701	94.2003	5.0511	-1.0	18.0862	-1.0	4	-0.24	0.12	25.3071	16.345	71.09	-1.0	-1.0	10.7925	77.9669	4	1.84	-1	-1.0	0	-1.0	12.9783	24.7796	0.7475	12.5733	83.0739	-1.0	-1.0	13.8796	83.9396	4	0.0	0.5238	24.7796	0.7475	12.5733	83.0739	-1.0	-1.0	13.8796	83.9396	4	0.0	4.3933	24.7601	0.4875	13.9631	84.118	12.4434	83.4748	18.3856	-1.0	5	0.0
1055	MPP_DEU_LocationA-29_T67F731_T-1	3.2	33.6717	-0.0025	-1.0	74.1953	-1.0	66.4759	-1.0	-1.0	2	-0.2525	0.2	33.6	-1.0	-1.0	-1.0	82.8128	-1.0	-1.0	1	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
