	scenario_id	timespan	ego_v_init	ego_acc_init	l_rel_pos_init	p_rel_pos_init	ll_rel_pos_init	pl_rel_pos_init	lr_rel_pos_init	pr_rel_pos_init	surr_veh_count_init	ego_acc_min	ego_breaktime_max	ego_v_end	l_rel_pos_end	p_rel_pos_end	ll_rel_pos_end	pl_rel_pos_end	lr_rel_pos_end	pr_rel_pos_end	surr_veh_count_end	ego_lane_change_ts	ego_lane_change	cut_in_ts	cut_in_dir	cut_in_dist_reduced	min_dhw	ego_v_min_dhw	ego_acc_min_dhw	l_rel_pos_min_dhw	p_rel_pos_min_dhw	ll_rel_pos_min_dhw	pl_rel_pos_min_dhw	lr_rel_pos_min_dhw	pr_rel_pos_min_dhw	surr_veh_count_min_dhw	ego_breaktime_until_min_dhw	min_thw	ego_v_min_thw	ego_acc_min_thw	l_rel_pos_min_thw	p_rel_pos_min_thw	ll_rel_pos_min_thw	pl_rel_pos_min_thw	lr_rel_pos_min_thw	pr_rel_pos_min_thw	surr_veh_count_min_thw	ego_breaktime_until_min_thw	min_ttc	ego_v_min_ttc	ego_acc_min_ttc	l_rel_pos_min_ttc	p_rel_pos_min_ttc	ll_rel_pos_min_ttc	pl_rel_pos_min_ttc	lr_rel_pos_min_ttc	pr_rel_pos_min_ttc	surr_veh_count_min_ttc	ego_breaktime_until_min_ttc
475	MPP_DEU_LocationA-14_T594F5324_T-1	3.2	36.7934	0.2525	-1.0	33.9092	-1.0	-1.0	-1.0	20.8759	2	-1.005	1.84	35.8745	80.3246	48.3335	-1.0	23.5747	-1.0	44.7659	4	1.72	1	-1.0	0	-1.0	79.9196	35.8745	0.0	80.3246	48.3335	-1.0	23.5747	-1.0	44.7659	4	1.84	2.2278	35.8745	0.0	80.3246	48.3335	-1.0	23.5747	-1.0	44.7659	4	1.84	11.6533	36.639	-0.7575	86.9611	40.1282	-1.0	26.8396	-1.0	32.8453	4	0.84
476	MPP_DEU_LocationA-14_T595F5283_T-1	3.2	33.2858	0.005	-1.0	43.9227	51.2099	62.1509	-1.0	24.6842	4	-0.5125	2.0	32.6222	92.052	56.6004	-1.0	-1.0	-1.0	28.674	3	1.4000000000000001	-1	-1.0	0	-1.0	56.0597	33.1333	-0.255	55.7047	59.5218	-1.0	-1.0	-1.0	37.0354	3	0.2	1.6919	33.1333	-0.255	55.7047	59.5218	-1.0	-1.0	-1.0	37.0354	3	0.2	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
477	MPP_DEU_LocationA-14_T621F5725_T-1	3.2	37.842	0.25	-1.0	63.4711	45.5365	32.3426	-1.0	10.4232	4	-0.5	0.72	37.7805	-1.0	81.0801	39.3018	32.9808	-1.0	31.5946	4	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
478	MPP_DEU_LocationA-14_T636F5782_T-1	3.2	32.622	0.0	64.0478	-1.0	36.6354	-1.0	-1.0	-1.0	2	0.0	0.0	32.7743	35.0272	-1.0	-1.0	-1.0	33.7138	-1.0	2	2.2800000000000002	-1	-1.0	0	-1.0	35.0272	32.7743	0.0	35.0272	-1.0	-1.0	-1.0	33.7138	-1.0	2	0.0	1.0687	32.7743	0.0	35.0272	-1.0	-1.0	-1.0	33.7138	-1.0	2	0.0	3.4074	32.7238	0.0	42.8753	-1.0	35.213	-1.0	-1.0	-1.0	2	0.0
479	MPP_DEU_LocationA-14_T638F5983_T-1	3.2	33.8837	-0.2475	-1.0	32.5711	-1.0	-1.0	46.8604	64.4011	3	-0.755	3.2	32.0732	-1.0	91.6516	-1.0	50.8973	-1.0	15.6861	3	1.92	1	-1.0	0	-1.0	33.0541	32.1434	-0.5025	33.3591	90.6924	-1.0	32.7469	-1.0	14.646	4	3.08	1.0283	32.1434	-0.5025	33.3591	90.6924	-1.0	32.7469	-1.0	14.646	4	3.08	7.8405	32.8255	-0.755	37.7715	81.3466	-1.0	32.0071	65.6221	6.5386	5	1.92
480	MPP_DEU_LocationA-14_T644F5933_T-1	3.2	36.868	-0.2375	-1.0	53.283	-1.0	-1.0	-1.0	17.8663	2	-0.2625	1.32	36.6425	-1.0	28.8262	-1.0	51.1778	-1.0	79.6392	3	1.28	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
481	MPP_DEU_LocationA-14_T658F6053_T-1	3.2	27.451	0.0	29.9801	68.6201	19.4513	4.8487	-1.0	34.5906	5	-0.2525	0.28	26.8002	-1.0	29.96	-1.0	4.5866	21.5621	49.8778	4	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
482	MPP_DEU_LocationA-14_T67F557_T-1	3.2	27.7878	-0.7375	82.6802	20.2055	-1.0	-1.0	49.6073	91.8579	4	-0.7675	3.2	25.995	36.471	96.5305	-1.0	21.8296	15.838	36.104	5	1.92	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
483	MPP_DEU_LocationA-14_T697F6469_T-1	3.2	35.5892	0.255	-1.0	-1.0	-1.0	-1.0	-1.0	21.4439	1	0.2375	0.0	36.7421	-1.0	40.5602	-1.0	-1.0	17.4692	49.7576	3	1.28	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
484	MPP_DEU_LocationA-14_T700F6414_T-1	3.2	30.8284	-0.245	59.9902	62.0107	37.2393	-1.0	-1.0	-1.0	3	-0.5075	2.32	29.9562	34.9584	55.1746	62.075	-1.0	39.3779	-1.0	4	2.0	-1	-1.0	0	-1.0	35.8184	29.9562	0.0	34.9584	55.1746	62.075	-1.0	39.3779	-1.0	4	2.32	1.1907	30.3393	-0.5	35.2657	-1.0	55.6107	-1.0	46.5348	58.3143	4	1.12	5.7078	30.3493	-0.25	46.7935	58.3843	35.2976	-1.0	-1.0	-1.0	3	1.08
485	MPP_DEU_LocationA-14_T704F6438_T-1	3.2	32.4752	0.255	60.4433	-1.0	96.5306	-1.0	-1.0	-1.0	2	-0.0075	0.16	32.813	52.3745	93.2696	-1.0	-1.0	86.1731	-1.0	3	2.04	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
486	MPP_DEU_LocationA-14_T753F7082_T-1	3.2	26.0591	0.2575	-1.0	21.8608	-1.0	20.8275	42.5841	20.692	4	-0.2625	1.28	26.2842	33.9493	36.4784	-1.0	17.2389	-1.0	-1.0	3	1.84	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
487	MPP_DEU_LocationA-14_T773F7288_T-1	3.2	34.6265	0.245	95.6197	61.6023	65.3591	78.8369	-1.0	9.4392	5	0.2425	0.0	35.7402	95.2036	97.0508	84.1595	80.2286	-1.0	45.5268	5	-1.0	0	-1.0	0	-1.0	95.2643	35.6302	0.25	95.1643	93.4109	82.2091	80.1396	-1.0	41.696	5	0.0	2.6666	35.7402	0.0	95.2036	97.0508	84.1595	80.2286	-1.0	45.5268	5	0.0	563.6979	35.101	0.2475	95.449	76.7523	73.3314	79.6474	-1.0	24.3956	5	0.0
488	MPP_DEU_LocationA-14_T860F7998_T-1	3.2	27.2001	0.0	-1.0	42.62	36.8377	71.0433	-1.0	4.4155	4	-0.5	1.8	26.6201	-1.0	35.4702	38.1686	77.4098	-1.0	17.5548	4	-1.0	0	-1.0	0	-1.0	36.1454	26.58	0.25	35.8904	41.9607	-1.0	37.8894	81.7138	16.7523	5	0.0	1.3599	26.58	0.25	35.8904	41.9607	-1.0	37.8894	81.7138	16.7523	5	0.0	11.7694	26.8202	-0.5	39.5916	42.4701	-1.0	36.5311	82.3943	10.9914	5	1.12
489	MPP_DEU_LocationA-14_T889F8240_T-1	3.2	38.6607	0.0025	-1.0	96.0223	-1.0	-1.0	-1.0	14.5964	2	-0.005	0.04	39.1661	-1.0	35.2632	-1.0	-1.0	14.2048	19.316	3	2.8000000000000003	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
490	MPP_DEU_LocationA-14_T934F8811_T-1	3.2	33.0356	0.245	-1.0	59.0048	-1.0	72.7535	-1.0	-1.0	2	-0.005	0.04	33.76	-1.0	94.4704	46.4249	72.578	-1.0	-1.0	3	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
491	MPP_DEU_LocationA-14_T937F8749_T-1	3.2	32.87	0.25	73.1163	-1.0	82.7792	-1.0	41.1379	17.6343	4	0.0	0.0	33.3	-1.0	-1.0	-1.0	-1.0	7.0679	48.381	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
492	MPP_DEU_LocationA-14_T954F9110_T-1	3.2	30.2786	0.005	-1.0	41.7493	-1.0	-1.0	49.4541	36.5317	3	-0.5025	2.0	29.7211	-1.0	43.8241	-1.0	41.8742	19.3892	46.3523	4	1.4000000000000001	1	-1.0	0	-1.0	49.2725	30.0568	-0.005	49.2225	40.8158	-1.0	43.8114	28.7633	35.7209	5	0.52	1.639	30.067	-0.255	49.2303	40.7272	-1.0	43.7797	28.9456	35.4402	5	0.48	25.2736	30.0566	-0.01	61.5773	40.8949	-1.0	43.8519	28.5634	36.0051	5	0.56
493	MPP_DEU_LocationA-14_T958F9108_T-1	3.2	32.0834	0.25	64.114	-1.0	52.3988	86.8208	-1.0	-1.0	3	0.0	0.0	33.9268	-1.0	76.5243	-1.0	-1.0	53.7933	-1.0	2	1.96	-1	-1.0	0	-1.0	56.7101	33.0187	0.75	56.9101	79.4095	-1.0	-1.0	58.441	-1.0	3	0.0	1.7171	33.0487	0.75	56.9494	79.2989	-1.0	-1.0	58.3026	-1.0	3	0.0	15.8816	32.9888	0.7475	58.5695	-1.0	56.8511	79.5301	-1.0	-1.0	3	0.0
494	MPP_DEU_LocationA-14_T982F9173_T-1	3.2	39.2815	0.2525	36.5621	-1.0	58.7099	-1.0	95.9889	-1.0	3	-0.0075	0.12	39.8082	53.7869	-1.0	-1.0	-1.0	18.2828	-1.0	2	2.0	-1	-1.0	0	-1.0	25.8382	39.7109	0.25	25.4832	-1.0	56.0401	-1.0	76.6704	-1.0	3	0.0	0.6507	39.7109	0.25	25.4832	-1.0	56.0401	-1.0	76.6704	-1.0	3	0.0	3.5859	39.7109	0.25	25.4832	-1.0	56.0401	-1.0	76.6704	-1.0	3	0.0
495	MPP_DEU_LocationA-25_T1007F10471_T-1	3.2	26.45	0.25	-1.0	89.1731	-1.0	18.961	-1.0	-1.0	2	0.0	0.0	27.1402	-1.0	69.4398	-1.0	15.176	-1.0	-1.0	2	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
496	MPP_DEU_LocationA-25_T101F436_T-1	3.2	16.6497	0.5	-1.0	-1.0	89.6585	-1.0	-1.0	-1.0	1	-0.0025	0.04	17.8605	99.6708	36.2202	86.058	33.3971	-1.0	-1.0	4	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
497	MPP_DEU_LocationA-25_T1020F11028_T-1	3.2	10.1209	0.2825	-1.0	19.3311	8.3222	18.437	-1.0	6.0728	4	-0.04	0.24	10.4646	11.2781	18.0866	-1.0	-1.0	-1.0	12.9468	3	1.44	-1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
498	MPP_DEU_LocationA-25_T1034F11280_T-1	3.2	6.6459	0.0375	30.4919	15.5802	7.3557	28.5207	-1.0	-1.0	4	0.035	0.0	8.315	14.3734	19.6236	7.2905	10.1887	-1.0	3.4101	5	2.04	-1	-1.0	0	-1.0	13.2115	7.6265	0.6975	12.7065	21.3702	6.9044	13.3541	-1.0	3.2795	5	0.0	1.7323	7.6265	0.6975	12.7065	21.3702	6.9044	13.3541	-1.0	3.2795	5	0.0	3.0873	6.7563	0.3075	26.73	12.3465	8.9013	26.4065	-1.0	-1.0	4	0.0
499	MPP_DEU_LocationA-25_T1052F10937_T-1	3.2	28.2014	0.505	24.6395	47.6839	16.3721	44.6129	56.7586	21.6509	6	-0.0175	0.2	28.899	19.6821	42.1867	-1.0	-1.0	21.2188	53.7689	4	1.96	-1	-1.0	0	-1.0	17.9715	28.8418	0.2475	18.0215	43.1606	-1.0	-1.0	22.276	51.6419	4	0.0	0.6231	28.8418	0.2475	18.0215	43.1606	-1.0	-1.0	22.276	51.6419	4	0.0	14.5203	28.811	0.0	22.7048	50.959	17.7669	43.331	48.9467	30.7931	6	0.0
500	MPP_DEU_LocationA-25_T1074F11110_T-1	3.2	29.4859	0.005	23.335	46.5556	-1.0	-1.0	60.3628	30.8999	4	-0.255	0.24	29.4229	53.068	46.9168	18.3946	48.0519	-1.0	11.5679	5	1.36	1	-1.0	0	-1.0	20.9891	29.4093	0.0	21.2941	47.3827	-1.0	-1.0	56.72	37.6759	4	0.04	0.7137	29.4093	0.0	21.2941	47.3827	-1.0	-1.0	56.72	37.6759	4	0.04	9.7248	29.4093	0.0	21.2941	47.3827	-1.0	-1.0	56.72	37.6759	4	0.04
501	MPP_DEU_LocationA-25_T1098F11748_T-1	3.2	9.197	-0.2375	-1.0	10.4779	-1.0	-1.0	10.3773	9.8284	3	-0.5	3.2	8.2035	9.2541	10.1623	-1.0	3.6279	8.3814	15.978	5	2.0	1	-1.0	0	-1.0	8.1803	8.3677	-0.25	9.1903	10.3749	-1.0	4.0827	10.465	13.8109	5	2.64	0.9702	8.5754	-0.2475	9.3296	10.4926	-1.0	5.3177	13.1341	11.0903	5	2.0	30.1489	8.5754	-0.2475	9.3296	10.4926	-1.0	5.3177	13.1341	11.0903	5	2.0
502	MPP_DEU_LocationA-25_T109F666_T-1	3.2	16.5518	0.5275	28.58	62.3711	9.52	39.4676	-1.0	-1.0	4	0.22	0.0	17.8788	20.8174	34.9542	43.982	21.9778	23.6937	65.1307	6	1.96	-1	-1.0	0	-1.0	17.3721	17.4493	0.4825	16.1621	36.2853	39.0886	29.8553	25.877	63.9912	6	0.0	0.9956	17.4493	0.4825	16.1621	36.2853	39.0886	29.8553	25.877	63.9912	6	0.0	11.8635	17.4399	0.235	25.9335	63.9597	15.9981	36.347	-1.0	-1.0	4	0.0
503	MPP_DEU_LocationA-25_T1116F12051_T-1	3.2	9.5311	0.25	-1.0	12.1488	6.928	16.3028	-1.0	7.8142	4	-0.25	0.16	9.7234	10.8003	13.6589	-1.0	-1.0	-1.0	4.489	3	1.28	-1	-1.0	0	-1.0	8.1162	9.7697	0.265	8.2162	14.6714	-1.0	-1.0	-1.0	9.3128	3	0.0	0.8308	9.7697	0.265	8.2162	14.6714	-1.0	-1.0	-1.0	9.3128	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
504	MPP_DEU_LocationA-25_T1162F12918_T-1	3.2	8.4501	-0.25	30.0617	16.06	-1.0	9.9983	-1.0	-1.0	3	-0.5	1.6	7.66	-1.0	13.8802	20.0366	37.6563	-1.0	-1.0	3	-1.0	0	-1.0	0	-1.0	14.33	7.86	-0.25	14.33	16.37	-1.0	17.8927	-1.0	-1.0	3	0.88	1.8232	7.86	-0.25	14.33	16.37	-1.0	17.8927	-1.0	-1.0	3	0.88	14.6943	7.99	-0.25	14.67	16.71	-1.0	16.2373	-1.0	-1.0	3	0.36
505	MPP_DEU_LocationA-25_T1168F12295_T-1	3.2	24.4497	1.0075	20.6503	23.2125	-1.0	-1.0	51.67	27.1871	4	0.9825	0.0	27.9748	-1.0	30.7547	14.6969	37.4349	9.3632	68.8565	5	1.44	1	-1.0	0	-1.0	18.6273	26.052	0.9975	18.8773	29.152	-1.0	-1.0	54.64	27.1137	4	0.0	0.715	26.052	0.9975	18.8773	29.152	-1.0	-1.0	54.64	27.1137	4	0.0	7.923	26.052	0.9975	18.8773	29.152	-1.0	-1.0	54.64	27.1137	4	0.0
506	MPP_DEU_LocationA-25_T1170F12067_T-1	3.2	25.0863	0.4975	-1.0	34.5869	41.754	32.6761	-1.0	-1.0	3	-0.0025	0.04	25.8003	-1.0	44.7503	40.4957	32.0257	-1.0	-1.0	3	-1.0	0	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
507	MPP_DEU_LocationA-25_T1177F12706_T-1	3.2	10.0211	0.265	42.3413	22.0618	-1.0	5.1726	31.1567	32.0054	5	-0.5175	2.08	9.3057	25.0921	40.3701	-1.0	22.4535	-1.0	-1.0	3	1.6	1	-1.0	0	-1.0	24.7371	9.3057	0.0	25.0921	40.3701	-1.0	22.4535	-1.0	-1.0	3	2.08	2.6583	9.3057	0.0	25.0921	40.3701	-1.0	22.4535	-1.0	-1.0	3	2.08	11.7304	9.9184	-0.2675	27.7717	39.0608	-1.0	23.3725	-1.0	-1.0	3	0.48
508	MPP_DEU_LocationA-25_T1184F12355_T-1	3.2	28.3402	-0.25	73.0618	39.9718	19.7667	94.63	11.9338	92.5899	6	-0.75	3.2	26.8901	60.5211	50.38	29.817	4.6186	53.9921	6.3253	6	-1.0	0	-1.0	0	-1.0	60.8761	26.8901	0.0	60.5211	50.38	29.817	4.6186	53.9921	6.3253	6	3.2	2.2639	26.8901	0.0	60.5211	50.38	29.817	4.6186	53.9921	6.3253	6	3.2	15.4168	27.73	-0.5	66.5722	45.4409	10.8131	96.3123	4.9282	-1.0	5	1.56
509	MPP_DEU_LocationA-25_T1243F12924_T-1	3.2	25.0012	1.0	8.4712	-1.0	3.2451	-1.0	9.5723	-1.0	3	0.485	0.0	28.6323	13.7031	17.6201	-1.0	-1.0	17.6093	68.6058	4	1.92	-1	-1.0	0	-1.0	8.3712	25.0012	1.0	8.4712	-1.0	3.2451	-1.0	9.5723	-1.0	3	0.0	0.3348	25.0012	1.0	8.4712	-1.0	3.2451	-1.0	9.5723	-1.0	3	0.0	9.9196	27.2452	1.515	19.9442	-1.0	12.7732	7.9343	6.5199	-1.0	4	0.0
510	MPP_DEU_LocationA-25_T1266F13218_T-1	3.2	26.9817	-0.2475	12.0746	31.8659	43.2239	-1.0	54.3549	17.879	5	-0.2575	0.28	26.5485	47.2552	27.6427	8.8226	41.4665	-1.0	-1.0	4	1.44	1	-1.0	0	-1.0	10.4942	26.7781	-0.2425	10.1942	36.3441	37.3525	69.4134	51.0917	22.3665	6	0.0	0.3919	26.7781	-0.2425	10.1942	36.3441	37.3525	69.4134	51.0917	22.3665	6	0.0	4.1745	26.7781	-0.2425	10.1942	36.3441	37.3525	69.4134	51.0917	22.3665	6	0.0
511	MPP_DEU_LocationA-25_T1297F14415_T-1	3.2	3.0	-0.25	-1.0	28.3494	-1.0	5.7334	-1.0	-1.0	2	-0.5	2.12	2.23	21.0227	24.9107	4.4328	22.4413	-1.0	-1.0	4	-1.0	0	-1.0	0	-1.0	14.8077	2.23	0.0	21.0227	24.9107	4.4328	22.4413	-1.0	-1.0	4	0.0	6.6402	2.23	0.0	21.0227	24.9107	4.4328	22.4413	-1.0	-1.0	4	0.0	5.505	2.49	-0.25	23.2818	27.0906	12.761	6.7315	-1.0	-1.0	4	1.68
512	MPP_DEU_LocationA-25_T1323F14709_T-1	3.2	10.6942	1.4975	-1.0	18.5252	32.1003	9.1949	-1.0	15.0844	4	-0.0125	0.04	13.2165	-1.0	14.3927	-1.0	-1.0	-1.0	18.5541	2	1.4000000000000001	-1	-1.0	0	-1.0	35.3898	12.3933	0.765	35.5948	9.598	-1.0	-1.0	-1.0	22.306	3	0.0	2.6872	13.1891	0.2375	35.6467	13.8721	-1.0	-1.0	-1.0	18.8809	3	0.0	32.127	13.1891	0.2375	35.6467	13.8721	-1.0	-1.0	-1.0	18.8809	3	0.0
513	MPP_DEU_LocationA-25_T1341F14208_T-1	3.2	26.7107	0.5	18.4616	52.9906	29.3379	54.9653	-1.0	11.4952	5	-0.02	0.04	27.4757	-1.0	23.8822	12.6753	62.7607	-1.0	-1.0	3	2.0	1	-1.0	0	-1.0	14.5572	27.2618	0.26	14.2522	59.0885	27.9022	53.1553	-1.0	18.9786	5	0.0	0.534	27.2618	0.26	14.2522	59.0885	27.9022	53.1553	-1.0	18.9786	5	0.0	5.1582	27.2184	0.2575	14.7467	58.2322	28.1784	53.4734	-1.0	17.879	5	0.0
514	MPP_DEU_LocationA-25_T1363F14583_T-1	3.2	6.06	-0.25	97.9314	24.9604	21.5277	6.6045	-1.0	-1.0	4	-0.5	2.04	5.11	85.4418	23.7628	4.8302	19.7807	-1.0	-1.0	4	-1.0	0	-1.0	0	-1.0	42.7205	5.33	-0.5	40.8505	24.1623	-1.0	4.4099	-1.0	-1.0	3	1.56	7.6707	5.89	-0.25	43.3103	24.7008	-1.0	4.6312	-1.0	-1.0	3	0.0	17.3688	5.82	-0.25	42.8703	24.6208	-1.0	4.4065	-1.0	-1.0	3	0.28
515	MPP_DEU_LocationA-25_T1378F15272_T-1	3.2	9.7467	0.5425	50.391	15.7701	-1.0	4.4361	24.3798	31.8057	5	-0.045	0.04	10.6586	34.267	32.0706	-1.0	12.5206	-1.0	-1.0	3	1.84	1	-1.0	0	-1.0	35.3349	10.4529	0.2225	29.3699	32.5763	-1.0	13.65	-1.0	-1.0	3	0.0	3.3804	10.4529	0.2225	29.3699	32.5763	-1.0	13.65	-1.0	-1.0	3	0.0	31.2089	10.0053	0.54	49.7	15.1861	-1.0	4.7056	25.6027	32.1192	5	0.0
516	MPP_DEU_LocationA-25_T1380F14839_T-1	3.2	6.5828	0.28	-1.0	9.1677	16.9132	19.1016	-1.0	9.5963	4	0.2675	0.0	8.8771	22.3481	15.1861	-1.0	-1.0	-1.0	2.9698	3	1.6	-1	-1.0	0	-1.0	19.1196	7.5657	0.745	20.2296	15.816	-1.0	-1.0	-1.0	6.3983	3	0.0	2.3925	8.8771	0.0	22.3481	15.1861	-1.0	-1.0	-1.0	2.9698	3	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
517	MPP_DEU_LocationA-25_T1384F14860_T-1	3.2	8.1603	0.325	29.6759	13.1612	13.2553	18.1708	-1.0	17.5671	5	-0.3075	1.6	8.2105	13.3383	18.4571	-1.0	-1.0	-1.0	6.3666	3	1.44	-1	-1.0	0	-1.0	13.2755	8.4321	-0.2825	13.2755	19.182	-1.0	-1.0	-1.0	9.3501	3	0.16	1.5734	8.4446	-0.28	13.2871	19.1922	-1.0	-1.0	-1.0	9.5439	3	0.08	21.5043	8.1603	0.325	29.6759	13.1612	13.2553	18.1708	-1.0	17.5671	5	0.0
518	MPP_DEU_LocationA-25_T1414F15197_T-1	3.2	8.12	0.0025	-1.0	37.232	10.3496	27.7676	-1.0	5.3286	4	-0.5	1.28	7.7318	13.0746	27.5014	-1.0	-1.0	-1.0	24.4055	3	2.88	-1	-1.0	0	-1.0	13.1187	7.8422	-0.4975	12.8137	27.78	-1.0	-1.0	-1.0	24.5693	3	0.96	1.6728	7.8422	-0.4975	12.8137	27.78	-1.0	-1.0	-1.0	24.5693	3	0.96	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
519	MPP_DEU_LocationA-25_T1419F14842_T-1	3.2	24.0563	0.2625	99.1618	64.172	24.4957	44.2723	-1.0	28.2692	5	-0.02	0.08	24.4657	-1.0	34.703	-1.0	63.0233	-1.0	-1.0	2	1.6400000000000001	1	-1.0	0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1	-1.0
520	MPP_DEU_LocationA-25_T1491F15489_T-1	3.2	27.2004	1.0075	18.9929	-1.0	12.3833	-1.0	30.8812	-1.0	3	0.7575	0.0	30.6787	20.5407	66.0504	-1.0	-1.0	5.5159	56.4243	4	1.84	-1	-1.0	0	-1.0	17.7997	29.126	0.9825	17.5447	62.9916	-1.0	-1.0	11.755	50.9484	4	0.0	0.6111	29.126	0.9825	17.5447	62.9916	-1.0	-1.0	11.755	50.9484	4	0.0	0.2599	29.0761	1.2475	11.9404	50.8051	17.447	62.935	21.0152	59.587	6	0.0
